Transaction Date,Post Date,Description,Amount,Category,Account
10/01/2024,10/02/2024,Amazon.com*G41FG1J03,173.15,spend,amazon
10/01/2024,10/02/2024,Prime Video Channels,5.40,recurring,amazon
09/30/2024,10/01/2024,Amazon Kids+*U60J79RD3,6.39,recurring,amazon
09/30/2024,10/01/2024,Amazon.com*ED1V16JW3,86.42,spend,amazon
09/30/2024,10/01/2024,AMAZON MKTPL*PQ0IA0XP3,17.31,gifts,amazon
09/29/2024,09/30/2024,Whole Foods VND 10444,51.05,groceries,amazon
09/29/2024,09/30/2024,AMAZON MKTPL*MU8ZE1633,13.94,gifts,amazon
09/29/2024,09/30/2024,AMAZON MKTPL*D14EF0973,62.76,gifts,amazon
09/29/2024,09/30/2024,Amazon.com*CZ9552B53,20.49,gifts,amazon
09/29/2024,09/30/2024,Whole Foods VND 10444,15.16,groceries,amazon
10/10/2024,10/10/2024,PAYPAL *NGDIRECT,13.00,spend,chase travel
10/08/2024,10/10/2024,CIRCLE K #2741058,7.68,spend,chase travel
10/09/2024,10/10/2024,LIBERTY MUTUAL,1583.00,reimburseable,chase travel
10/08/2024,10/09/2024,H-E-B ONLINE #108,42.75,groceries,chase travel
10/08/2024,10/09/2024,PP*P3083A7CB7,21.64,recurring,chase travel
10/07/2024,10/09/2024,10151 CAVA STRAND,46.06,spend,chase travel
10/07/2024,10/08/2024,GVTC,102.32,recurring,chase travel
10/07/2024,10/08/2024,H-E-B ONLINE #108,177.51,groceries,chase travel
10/06/2024,10/07/2024,SHIPLEY DO-NUTS - FC4600,11.26,spend,chase travel
10/06/2024,10/07/2024,GOOGLE *Ad Hoc Labs,5.40,recurring,chase travel
10/06/2024,10/07/2024,TST*PASHA MEDITERRANEAN,75.48,spend,chase travel
10/08/2024,10/09/2024,Amazon.com*ZI8JF1630,15.13,spend,amazon
10/12/2024,10/13/2024,PAYPAL *TODD SNYDER,67.68,spend,chase travel
10/11/2024,10/13/2024,TARGET 00021873,48.07,spend,chase travel
10/12/2024,10/13/2024,PAYPAL *GRUBHUBFOOD MINGS,30.76,spend,chase travel
10/12/2024,10/13/2024,H-E-B #621,45.37,groceries,chase travel
10/11/2024,10/13/2024,MICHAELS STORES 7808,7.78,spend,chase travel
10/10/2024,10/13/2024,CIRCLE K #2741058,3.69,spend,chase travel
10/12/2024,10/13/2024,APPLE.COM/BILL,9.99,recurring,chase travel
10/11/2024,10/13/2024,MICHOACAN,23.84,spend,chase travel
10/10/2024,10/11/2024,CHIPOTLE 0569,31.99,spend,chase travel
10/10/2024,10/11/2024,SPRING CREEK GARDENS,2.06,spend,chase travel
10/10/2024,10/11/2024,SPRING CREEK GARDENS,4.89,spend,chase travel
10/10/2024,10/11/2024,PAYPAL *GEEKHUBPTYL,6.00,spend,chase travel
10/12/2024,10/13/2024,Amazon.com,-182.93,spend,amazon
10/16/2024,10/17/2024,H-E-B #793,39.33,groceries,chase travel
10/16/2024,10/17/2024,SQ *DEVINE ACRES FARM,22.50,spend,chase travel
10/15/2024,10/16/2024,H-E-B #621,57.06,groceries,chase travel
10/14/2024,10/16/2024,THE HOME DEPOT #6556,194.37,spend,chase travel
10/14/2024,10/15/2024,H-E-B ONLINE #108,189.12,groceries,chase travel
10/14/2024,10/15/2024,H-E-B #621,8.96,groceries,chase travel
10/13/2024,10/15/2024,REI #131 SAN ANTONIO,29.62,spend,chase travel
10/13/2024,10/14/2024,Hiatus - San Antonio,89.00,recurring,chase travel
10/13/2024,10/14/2024,UMIYA,116.52,spend,chase travel
10/12/2024,10/14/2024,HYATT REG HILL COUNTRY F,145.16,reimburseable,chase travel
10/13/2024,10/14/2024,Whole Foods VND 10444,29.16,groceries,amazon
10/16/2024,10/17/2024,AMAZON MKTPL*H25BA02N3,18.37,spend,amazon
10/16/2024,10/17/2024,AMAZON MKTPL*S20FU10T3,5.19,spend,amazon
10/15/2024,10/15/2024,usaa office,8.00,recurring,amex
10/17/2024,10/17/2024,plex,5.40,recurring,amex
10/18/2024,10/18/2024,kidstrong,109.00,recurring,amex
10/20/2024,10/22/2024,QT 4069 INSIDE,3.29,spend,chase travel
10/20/2024,10/22/2024,WHATABURGER 1161,39.58,spend,chase travel
10/21/2024,10/22/2024,H-E-B ONLINE #108,164.37,groceries,chase travel
10/22/2024,10/22/2024,UBER  *ONE,9.99,recurring,chase travel
10/20/2024,10/21/2024,SHIPLEY DO-NUTS - FC4600,9.17,spend,chase travel
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,16.24,spend,chase travel
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,80.10,spend,chase travel
10/20/2024,10/21/2024,SEE KAI RUN,116.66,spend,chase travel
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,10.82,spend,chase travel
10/19/2024,10/20/2024,H-E-B #621,33.86,groceries,chase travel
10/19/2024,10/20/2024,PAYPAL *GRUBHUBFOOD SHANG,52.01,spend,chase travel
10/17/2024,10/18/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
10/17/2024,10/18/2024,GOOGLE *FI XN299x,115.68,recurring,chase travel
10/16/2024,10/18/2024,CIRCLE K #2741058,114.35,gas,chase travel
10/20/2024,10/20/2024,target,40.90,spend,target
10/20/2024,10/20/2024,target,18.36,spend,target
10/20/2024,10/20/2024,target,102.18,spend,target
10/23/2024,10/24/2024,WAL-MART#1126,8.57,spend,chase travel
10/22/2024,10/24/2024,CIRCLEK#2741060,3.69,spend,chase travel
10/22/2024,10/24/2024,TST*WONDERSLICE,24.70,spend,chase travel
10/23/2024,10/24/2024,SQ*MERITLEONSPRINGS,7.77,spend,chase travel
10/23/2024,10/24/2024,CHICK-FIL-AAPP,15.00,spend,chase travel
10/23/2024,10/24/2024,PAYPAL*BESTMADECOM,97.02,gifts,chase travel
10/22/2024,10/23/2024,PULLMANMARKET,24.60,spend,chase travel
10/25/2024,10/27/2024,H-E-B#621,28.13,groceries,chase travel
10/26/2024,10/27/2024,WAL-MART#1126,86.60,spend,chase travel
10/25/2024,10/27/2024,CHEVRON0386240,7.03,spend,chase travel
10/26/2024,10/27/2024,PAYPAL*DISNEYPLUS,17.27,recurring,chase travel
10/26/2024,10/27/2024,TST*BREVITYCOFFEE18-,12.19,spend,chase travel
10/24/2024,10/25/2024,H-E-B#621,100.44,groceries,chase travel
10/24/2024,10/25/2024,AMAZONMKTPL*JI1DD6SO3,14.06,spend,amazon
10/27/2024,10/28/2024,PAYPAL*GRUBHUBFOODSWEET,11.78,spend,chase travel
10/28/2024,10/28/2024,GOOGLE*CBSMobileApp,14.06,recurring,chase travel
10/27/2024,10/28/2024,TST*LUNAROSABODEGA,73.72,spend,chase travel
10/27/2024,10/28/2024,WholeFoodsVND10444,147.70,groceries,amazon
10/27/2024,10/28/2024,WholeFoodsVND10444,53.97,spend,amazon
10/30/2024,10/31/2024,BHSPHYSICIANSNETWORKI,12.65,spend,chase travel
10/31/2024,10/31/2024,H-E-BONLINE#108,85.67,groceries,chase travel
10/29/2024,10/31/2024,CIRCLEK#2741058,3.69,spend,chase travel
10/29/2024,10/30/2024,GOOGLE*YouTubePremium,24.89,recurring,chase travel
10/29/2024,10/30/2024,APPLE.COM/BILL,16.24,recurring,chase travel
10/28/2024,10/29/2024,H-E-BONLINE#108,196.39,groceries,chase travel
10/28/2024,10/29/2024,PAYPAL*NETFLIX.COM,24.89,recurring,chase travel
10/27/2024,10/27/2024,target,124.47,spend,target
10/29/2024,10/29/2024,kidstrong,99.00,recurring,amex
10/28/2024,10/29/2024,RAPIDEXPRESSCARWASH-,22.00,recurring,chase everyday
10/31/2024,11/01/2024,AmazonKids+*1H2NX3AR3,6.39,recurring,amazon
10/30/2024,11/01/2024,PY*HTEAOSANANTONIOSHA,3.41,spend,chase travel
10/31/2024,11/01/2024,TST*POSTINO-THERIM,78.51,spend,chase travel
10/31/2024,11/01/2024,TARGET00021873,68.05,spend,chase travel
11/03/2024,11/04/2024,OPENAI*CHATGPTSUBSCR,21.28,recurring,chase travel
11/04/2024,11/04/2024,H-E-BONLINE#108,210.68,groceries,chase travel
11/03/2024,11/04/2024,H-E-B#621,62.24,groceries,chase travel
11/01/2024,11/03/2024,WWW.SAMUSICMASTERS.COM,90.00,recurring,chase travel
11/03/2024,11/03/2024,NORTHITALIASANANTONIO,115.26,reimburseable,chase travel
11/02/2024,11/03/2024,PAYPAL*MACYS,118.81,spend,chase travel
11/02/2024,11/03/2024,LULU'STEAHOUSE,8.28,spend,chase travel
11/01/2024,11/03/2024,GOOGLE*CLOUDQS2TPz,0.05,recurring,chase travel
11/01/2024,11/03/2024,GOOGLE*YouTubeTV,79.01,recurring,chase travel
11/01/2024,11/03/2024,PrimeVideoChannels,18.14,recurring,amazon
11/01/2024,11/03/2024,PrimeVideoChannels,5.33,recurring,amazon
11/04/2024,11/05/2024,REI.COM800-426-4840,173.20,spend,chase travel
11/05/2024,11/05/2024,PAYPAL*AIRBNBHM2DZWCC4,655.77,travel,chase travel
11/04/2024,11/05/2024,SQ*LAPANADERIA,28.98,spend,chase travel
11/05/2024,11/05/2024,PAYPAL*VANSINC,69.39,spend,chase travel
11/04/2024,11/05/2024,EB*COLLECTIVEDANCEA,123.48,spend,chase travel
11/03/2024,11/05/2024,SOUTHWES5262577133765,543.88,travel,southwest
11/09/2024,11/10/2024,WAL-MART#1126,5.85,spend,chase travel
11/08/2024,11/10/2024,TST*BUNZ-1604,21.68,spend,chase travel
11/08/2024,11/10/2024,PAYPAL*GRUBHUBFOODBIRDB,11.90,spend,chase travel
11/08/2024,11/10/2024,STARBUCKSSTORE10647,5.60,spend,chase travel
11/08/2024,11/10/2024,PAYPAL*NYTIMESNYTIMES,4.26,recurring,chase travel
11/09/2024,11/10/2024,PAYPAL*AIRBNBHMAHCJNPR,3292.01,travel,chase travel
11/10/2024,11/10/2024,HALFPRICEBOOKS-HPB.COM,12.43,spend,chase travel
11/07/2024,11/08/2024,PAYPAL*MACYS,-118.81,spend,chase travel
11/08/2024,11/08/2024,PP*P314E982AF,21.34,recurring,chase travel
11/07/2024,11/08/2024,DARKHORSESTRENGTH,53.60,spend,chase travel
11/06/2024,11/08/2024,FREEBIRDS20766,16.54,spend,chase travel
11/06/2024,11/07/2024,PIGTAILS&amp;CREWCUTSTHER,31.95,spend,chase travel
11/06/2024,11/07/2024,SQ*MERITLEONSPRINGS,14.36,spend,chase travel
11/05/2024,11/06/2024,GOOGLE*AdHocLabs,5.40,recurring,chase travel
11/05/2024,11/06/2024,GVTC,102.32,recurring,chase travel
11/09/2024,11/10/2024,Amazon.com*VU4043KE3,59.00,spend,amazon
11/10/2024,11/10/2024,AMAZONMKTPL*VZ4YK47X3,10.66,spend,amazon
11/13/2024,11/14/2024,Hiatus-SanAntonio,89.00,recurring,chase travel
11/12/2024,11/14/2024,10156CAVATHERIM,20.35,spend,chase travel
11/12/2024,11/14/2024,HEMISFAIRPARKAREARED,14.00,spend,chase travel
11/13/2024,11/14/2024,H-E-B#618,26.75,groceries,chase travel
11/12/2024,11/13/2024,PAYPAL*GRUBHUBFOODPOSTI,4.72,spend,chase travel
11/12/2024,11/13/2024,PAYPAL*GRUBHUBFOODPOSTI,11.27,spend,chase travel
11/12/2024,11/13/2024,APPLE.COM/BILL,9.99,recurring,chase travel
11/11/2024,11/12/2024,PANDORA218409,114.74,gifts,chase travel
11/11/2024,11/12/2024,MACYSLACANTERA,50.00,gifts,chase travel
11/11/2024,11/12/2024,H-E-BONLINE#108,251.61,groceries,chase travel
11/10/2024,11/11/2024,PAYPAL*AIRBNBHM2DZWCC4,119.90,travel,chase travel
11/09/2024,11/11/2024,CIRCLEK#2741058,43.44,gas,chase travel
11/09/2024,11/11/2024,TST*GREYMOSSINN,140.10,spend,chase travel
11/10/2024,11/11/2024,WINGSTOP2359,3.67,spend,chase travel
11/10/2024,11/11/2024,MIPUEBLOMEXICANBAKERY,15.33,spend,chase travel
11/12/2024,11/13/2024,PrimeVideoChannels,8.53,recurring,amazon
